path,class_
./data/data6/Garbage classification/Garbage classification/plastic/plastic433.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard55.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal99.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic342.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass383.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper500.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic363.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper49.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper114.jpg,paper
./data/data6/Garbage classification/Garbage classification/trash/trash65.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper109.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic350.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard2.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic475.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper439.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper138.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic377.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass306.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic376.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard144.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper389.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal39.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper127.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass490.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard309.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic305.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass440.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic414.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard169.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal231.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard198.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard159.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper478.jpg,paper
./data/data6/Garbage classification/Garbage classification/trash/trash99.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper342.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal279.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard196.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic208.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal229.jpg,metal
./data/data6/Garbage classification/Garbage classification/trash/trash28.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper216.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal160.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal69.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper252.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal207.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass166.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard186.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper414.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass476.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass222.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper487.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal21.jpg,metal
./data/data6/Garbage classification/Garbage classification/trash/trash22.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper107.jpg,paper
